epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,840.331,0.47671,0,0.00052,0.34365,0.79105,0.98283,0.95455,0.97453,0.85803,0,0,0,0,0.46434,0,0.00199,0.37147,0.76823,0.000548,0.000548,0.000548
46,858.719,0.45469,0,0.00039,0.34337,0.79747,0.98359,0.95455,0.9785,0.89089,0,0,0,0,0.4242,0,0.00166,0.3631,0.76394,0.000515,0.000515,0.000515
47,877.254,0.45121,0,0.00049,0.3502,0.8007,0.98437,0.95402,0.97828,0.88688,0,0,0,0,0.45619,0,0.00159,0.36788,0.76487,0.000482,0.000482,0.000482
48,895.818,0.46068,0,0.00044,0.34154,0.79844,0.98451,0.96318,0.97976,0.87828,0,0,0,0,0.48728,0,0.00279,0.38005,0.76883,0.000449,0.000449,0.000449
49,914.306,0.44552,0,0.00052,0.32938,0.79904,0.98451,0.96318,0.97976,0.87828,0,0,0,0,0.48728,0,0.00279,0.38005,0.76883,0.000416,0.000416,0.000416
50,932.655,0.43955,0,0.00027,0.32988,0.78853,0.98456,0.96607,0.97901,0.87994,0,0,0,0,0.46345,0,0.00261,0.35416,0.76887,0.000383,0.000383,0.000383
51,951.883,0.45797,0,0.0001,0.37094,0.78173,0.98456,0.96611,0.98137,0.90032,0,0,0,0,0.42587,0,0.00251,0.33431,0.76555,0.00035,0.00035,0.00035
52,970.205,0.42853,0,0.00017,0.33432,0.79445,0.98456,0.96631,0.9812,0.89658,0,0,0,0,0.43209,0,0.00274,0.34112,0.76657,0.000317,0.000317,0.000317
53,988.436,0.41596,0,0.0001,0.3069,0.78217,0.98456,0.96631,0.9812,0.89658,0,0,0,0,0.43209,0,0.00274,0.34112,0.76657,0.000284,0.000284,0.000284
54,1006.54,0.42245,0,0.0001,0.31321,0.79412,0.98456,0.96646,0.98123,0.89513,0,0,0,0,0.43012,0,0.00278,0.33355,0.76606,0.000251,0.000251,0.000251
55,1024.72,0.42935,0,0.00022,0.33202,0.79581,0.96963,0.9676,0.98001,0.89185,0,0,0,0,0.41404,0,0.00225,0.32229,0.7644,0.000218,0.000218,0.000218
56,1043.15,0.41708,0,0.00017,0.32173,0.77611,0.98429,0.9492,0.97887,0.89156,0,0,0,0,0.3902,0,0.00239,0.31119,0.7636,0.000185,0.000185,0.000185
57,1061.4,0.43761,0,0.00011,0.30273,0.80444,0.98429,0.9492,0.97887,0.89156,0,0,0,0,0.3902,0,0.00239,0.31119,0.7636,0.000152,0.000152,0.000152
58,1079.96,0.41765,0,0.00046,0.2989,0.80091,0.96716,0.95455,0.97809,0.89878,0,0,0,0,0.38327,0,0.00205,0.30808,0.76428,0.000119,0.000119,0.000119
59,1098.2,0.38931,0,0.00011,0.28572,0.77517,0.96962,0.96727,0.97778,0.89773,0,0,0,0,0.38326,0,0.00207,0.30805,0.76443,8.6e-05,8.6e-05,8.6e-05
60,1116.65,0.39704,0,0.00014,0.28679,0.79733,0.96963,0.96747,0.97777,0.8962,0,0,0,0,0.38556,0,0.00201,0.30926,0.76459,5.3e-05,5.3e-05,5.3e-05
