epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,204.355,0.65099,0,0.00576,0.53721,0.83073,0.65649,0.92424,0.9057,0.7144,0,0,0,0,0.78962,0,0.09612,1.5901,0.87946,0.00051328,0.00051328,0.00051328
12,222.862,0.72609,0,0.00599,0.54939,0.8265,0.78147,0.92115,0.91765,0.69817,0,0,0,0,0.88238,0,0.08325,1.37942,0.87547,0.00054754,0.00054754,0.00054754
13,241.523,0.65465,0,0.005,0.50743,0.81676,0.66185,0.90909,0.90009,0.71968,0,0,0,0,0.73875,0,0.06622,1.62923,0.8333,0.000579424,0.000579424,0.000579424
14,260.052,0.65861,0,0.00733,0.50576,0.82926,0.30521,0.89394,0.47694,0.35361,0,0,0,0,0.89776,0,0.06051,4.54786,0.86477,0.000608932,0.000608932,0.000608932
15,278.672,0.67684,0,0.00336,0.51011,0.82403,0.25208,0.84848,0.2634,0.21265,0,0,0,0,0.68688,0,0.04977,15.5545,0.82765,0.000636064,0.000636064,0.000636064
16,297.047,0.68568,0,0.00273,0.4863,0.81038,0.19499,0.8698,0.19013,0.15111,0,0,0,0,0.66859,0,0.04084,39.5992,0.81767,0.00066082,0.00066082,0.00066082
17,315.574,0.59974,0,0.00249,0.481,0.82384,0.2069,0.89394,0.24436,0.18565,0,0,0,0,0.73779,0,0.03616,13.1548,0.82425,0.0006832,0.0006832,0.0006832
18,333.885,0.61702,0,0.00196,0.46317,0.8184,0.16925,0.87879,0.18444,0.14957,0,0,0,0,0.65471,0,0.049,17.034,0.81812,0.000703204,0.000703204,0.000703204
19,352.384,0.61987,0,0.00292,0.48984,0.82993,0.13752,0.81818,0.16404,0.12704,0,0,0,0,0.71956,0,0.05552,15.6668,0.82827,0.000720832,0.000720832,0.000720832
20,370.573,0.63131,0,0.00318,0.44666,0.82286,0.14334,0.78788,0.14107,0.10418,0,0,0,0,0.81327,0,0.07685,14.9662,0.85164,0.000736084,0.000736084,0.000736084
21,388.984,0.63943,0,0.00205,0.472,0.81766,0.16153,0.71212,0.15487,0.11532,0,0,0,0,0.77926,0,0.09221,12.4969,0.88057,0.00074896,0.00074896,0.00074896
22,407.372,0.59317,0,0.00335,0.44209,0.82142,0.92012,0.74242,0.82473,0.66804,0,0,0,0,0.70612,0,0.0745,0.9898,0.86156,0.00075946,0.00075946,0.00075946
23,425.643,0.71345,0,0.00172,0.46116,0.81764,0.84803,0.75758,0.80768,0.66148,0,0,0,0,0.68405,0,0.06631,1.08715,0.82818,0.000767584,0.000767584,0.000767584
24,443.906,0.64114,0,0.00235,0.48187,0.81535,0.89305,0.80303,0.91436,0.75642,0,0,0,0,0.70594,0,0.04305,0.78028,0.80961,0.000773332,0.000773332,0.000773332
25,462.544,0.60746,0,0.00223,0.43692,0.80632,0.98339,0.89709,0.96317,0.8138,0,0,0,0,0.69526,0,0.01928,0.63335,0.80327,0.000776704,0.000776704,0.000776704
26,481.119,0.61229,0,0.00263,0.44732,0.80932,0.95437,0.95082,0.97024,0.84219,0,0,0,0,0.59585,0,0.00839,0.60598,0.78402,0.0007777,0.0007777,0.0007777
27,499.698,0.58782,0,0.00158,0.44649,0.81888,0.94983,0.93939,0.96428,0.84595,0,0,0,0,0.54735,0,0.00533,0.62453,0.77926,0.00077632,0.00077632,0.00077632
28,518.52,0.57485,0,0.00134,0.4589,0.79915,0.91181,0.93998,0.9474,0.83131,0,0,0,0,0.53248,0,0.00462,0.69304,0.77758,0.000772564,0.000772564,0.000772564
29,537.006,0.54549,0,0.00221,0.42508,0.81927,0.91181,0.93998,0.9474,0.83131,0,0,0,0,0.53248,0,0.00462,0.69304,0.77758,0.000766432,0.000766432,0.000766432
30,555.302,0.56247,0,0.00167,0.41578,0.8005,0.94412,0.92424,0.9515,0.8074,0,0,0,0,0.61332,0,0.00313,0.67065,0.78936,0.000757924,0.000757924,0.000757924
31,573.571,0.56464,0,0.00112,0.39811,0.80463,0.9535,0.92424,0.97074,0.82696,0,0,0,0,0.57954,0,0.00251,0.58068,0.78465,0.00074704,0.00074704,0.00074704
32,591.972,0.52557,0,0.00069,0.40207,0.79052,0.96746,0.95455,0.97331,0.85558,0,0,0,0,0.52595,0,0.00173,0.55469,0.77987,0.00073378,0.00073378,0.00073378
33,610.303,0.55583,0,0.00115,0.40368,0.79973,0.96746,0.95455,0.97331,0.85558,0,0,0,0,0.52595,0,0.00173,0.55469,0.77987,0.000718144,0.000718144,0.000718144
34,628.949,0.5314,0,0.00216,0.40758,0.8027,0.96372,0.95455,0.97243,0.86046,0,0,0,0,0.52018,0,0.00152,0.53226,0.78005,0.0006932,0.0006932,0.0006932
35,647.562,0.53448,0,0.00119,0.38447,0.78442,0.98407,0.9363,0.97352,0.81896,0,0,0,0,0.63944,0,0.00186,0.55444,0.7975,0.0006536,0.0006536,0.0006536
36,666.093,0.53774,0,0.00063,0.37033,0.79668,0.95382,0.93891,0.96907,0.82814,0,0,0,0,0.61804,0,0.00175,0.561,0.79316,0.000614,0.000614,0.000614
37,684.12,0.52165,0,0.00083,0.38531,0.79791,0.95382,0.93891,0.96907,0.82814,0,0,0,0,0.61804,0,0.00175,0.561,0.79316,0.0005744,0.0005744,0.0005744
38,702.679,0.50093,0,0.00064,0.36092,0.79685,0.97272,0.90909,0.96585,0.85685,0,0,0,0,0.52086,0,0.00231,0.52655,0.78036,0.0005348,0.0005348,0.0005348
39,721.034,0.47762,0,0.00069,0.35491,0.79529,0.96925,0.90909,0.96477,0.86261,0,0,0,0,0.48628,0,0.00246,0.49622,0.7752,0.0004952,0.0004952,0.0004952
40,739.528,0.47393,0,0.00051,0.35709,0.79845,0.96856,0.9335,0.96427,0.86617,0,0,0,0,0.47978,0,0.0025,0.46344,0.77475,0.0004556,0.0004556,0.0004556
41,758.524,0.44952,0,0.0003,0.3715,0.77735,0.96856,0.9335,0.96427,0.86617,0,0,0,0,0.47978,0,0.0025,0.46344,0.77475,0.000416,0.000416,0.000416
42,776.742,0.47603,0,0.00027,0.36192,0.80756,0.96728,0.93939,0.96619,0.87155,0,0,0,0,0.4796,0,0.00218,0.44158,0.7736,0.0003764,0.0003764,0.0003764
43,795.045,0.45408,0,0.00025,0.35747,0.78622,0.96917,0.95278,0.96033,0.87101,0,0,0,0,0.46594,0,0.00224,0.3948,0.77212,0.0003368,0.0003368,0.0003368
44,813.391,0.43993,0,0.00018,0.34134,0.77877,0.96918,0.95304,0.95981,0.87896,0,0,0,0,0.44369,0,0.00257,0.36517,0.77101,0.0002972,0.0002972,0.0002972
45,831.508,0.45732,0,0.00022,0.34487,0.80244,0.96918,0.95304,0.95981,0.87896,0,0,0,0,0.44369,0,0.00257,0.36517,0.77101,0.0002576,0.0002576,0.0002576
46,849.786,0.41622,0,0.00018,0.3354,0.77907,0.96923,0.95446,0.96347,0.88521,0,0,0,0,0.43349,0,0.00253,0.35214,0.77091,0.000218,0.000218,0.000218
47,868.143,0.42561,0,0.00015,0.31708,0.77019,0.96864,0.95455,0.96119,0.88605,0,0,0,0,0.42464,0,0.0021,0.35125,0.76887,0.0001784,0.0001784,0.0001784
48,886.66,0.42263,0,0.00018,0.32247,0.77365,0.96797,0.95455,0.96139,0.88088,0,0,0,0,0.42782,0,0.00172,0.35037,0.76753,0.0001388,0.0001388,0.0001388
49,904.828,0.42119,0,0.0002,0.32704,0.80332,0.96797,0.95455,0.96139,0.88088,0,0,0,0,0.42782,0,0.00172,0.35037,0.76753,9.92e-05,9.92e-05,9.92e-05
50,923.188,0.43521,0,0.00019,0.32345,0.78861,0.96466,0.95455,0.96141,0.88108,0,0,0,0,0.42726,0,0.00166,0.34437,0.76595,5.96e-05,5.96e-05,5.96e-05
