epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,758.564,0.55764,0,0.00119,0.40405,0.80373,0.96588,0.93939,0.98317,0.83837,0,0,0,0,0.54133,0,0.00135,0.6171,0.7756,0.000944,0.000944,0.000944
42,776.904,0.53936,0,0.00046,0.39859,0.80841,0.96957,0.93939,0.98528,0.83568,0,0,0,0,0.55752,0,0.0012,0.58889,0.77973,0.0009176,0.0009176,0.0009176
43,795.285,0.49725,0,0.00074,0.39945,0.80819,0.9843,0.95027,0.98422,0.8408,0,0,0,0,0.5789,0,0.00129,0.55183,0.77813,0.0008912,0.0008912,0.0008912
44,813.87,0.53339,0,0.00119,0.39492,0.81328,0.95205,0.98485,0.9847,0.87621,0,0,0,0,0.48843,0,0.00118,0.45927,0.76719,0.0008648,0.0008648,0.0008648
45,832.284,0.56069,0,0.00058,0.38157,0.79872,0.95205,0.98485,0.9847,0.87621,0,0,0,0,0.48843,0,0.00118,0.45927,0.76719,0.0008384,0.0008384,0.0008384
46,850.598,0.51518,0,0.00063,0.37681,0.80611,0.96964,0.96785,0.98605,0.87521,0,0,0,0,0.47386,0,0.00168,0.43435,0.76468,0.000812,0.000812,0.000812
47,869.045,0.51904,0,0.00046,0.38094,0.80883,0.98317,0.95455,0.98531,0.86239,0,0,0,0,0.53309,0,0.00171,0.43977,0.76937,0.0007856,0.0007856,0.0007856
48,887.662,0.48504,0,0.00059,0.3686,0.80597,0.98457,0.96684,0.98592,0.86106,0,0,0,0,0.53909,0,0.00111,0.43374,0.76957,0.0007592,0.0007592,0.0007592
49,906.128,0.48876,0,0.00049,0.34946,0.8033,0.98457,0.96684,0.98592,0.86106,0,0,0,0,0.53909,0,0.00111,0.43374,0.76957,0.0007328,0.0007328,0.0007328
50,924.485,0.51405,0,0.00025,0.37086,0.79396,0.98474,0.97787,0.9864,0.87695,0,0,0,0,0.49188,0,0.00095,0.41265,0.76785,0.0007064,0.0007064,0.0007064
51,942.975,0.51992,0,0.00047,0.3544,0.80112,0.9685,0.98485,0.9849,0.8884,0,0,0,0,0.46437,0,0.00091,0.3845,0.76508,0.00068,0.00068,0.00068
52,961.854,0.48391,0,0.00054,0.34645,0.81163,0.96965,0.96802,0.98518,0.87702,0,0,0,0,0.47234,0,0.00072,0.37146,0.76618,0.0006536,0.0006536,0.0006536
53,980.363,0.48141,0,0.0006,0.343,0.79376,0.96965,0.96802,0.98518,0.87702,0,0,0,0,0.47234,0,0.00072,0.37146,0.76618,0.0006272,0.0006272,0.0006272
54,998.783,0.4906,0,0.00065,0.3445,0.80576,0.9556,0.97845,0.98423,0.89364,0,0,0,0,0.44797,0,0.00084,0.36448,0.76421,0.0006008,0.0006008,0.0006008
55,1017.42,0.49158,0,0.00039,0.35228,0.78858,0.98196,0.9697,0.98828,0.90032,0,0,0,0,0.42309,0,0.00083,0.34423,0.76554,0.0005744,0.0005744,0.0005744
56,1036.14,0.46426,0,0.00035,0.33295,0.7853,0.98104,0.9697,0.98921,0.9097,0,0,0,0,0.41894,0,0.00078,0.33087,0.76622,0.000548,0.000548,0.000548
57,1054.51,0.4807,0,0.00067,0.34159,0.7988,0.98104,0.9697,0.98921,0.9097,0,0,0,0,0.41894,0,0.00078,0.33087,0.76622,0.0005216,0.0005216,0.0005216
58,1072.95,0.44618,0,0.00051,0.32716,0.78935,0.98104,0.9697,0.98906,0.90826,0,0,0,0,0.43244,0,0.00043,0.32461,0.76758,0.0004952,0.0004952,0.0004952
59,1091.35,0.4422,0,0.00022,0.34015,0.81612,0.98126,0.9697,0.98793,0.91154,0,0,0,0,0.43496,0,0.00046,0.30797,0.76738,0.0004688,0.0004688,0.0004688
60,1110.08,0.45327,0,0.0003,0.31646,0.79636,0.98197,0.9697,0.98544,0.90457,0,0,0,0,0.44744,0,0.00072,0.31106,0.76687,0.0004424,0.0004424,0.0004424
61,1128.43,0.4299,0,0.00074,0.31838,0.7872,0.98197,0.9697,0.98544,0.90457,0,0,0,0,0.44744,0,0.00072,0.31106,0.76687,0.000416,0.000416,0.000416
62,1146.7,0.39103,0,0.00025,0.2941,0.79024,0.96699,0.9697,0.98642,0.91275,0,0,0,0,0.41887,0,0.00093,0.30772,0.76119,0.0003896,0.0003896,0.0003896
63,1165.3,0.45741,0,0.00047,0.32055,0.81014,0.96963,0.96764,0.98704,0.91966,0,0,0,0,0.40372,0,0.00089,0.3065,0.76028,0.0003632,0.0003632,0.0003632
64,1184.16,0.44016,0,0.00041,0.32434,0.7934,0.97186,0.95455,0.98685,0.92193,0,0,0,0,0.41056,0,0.00087,0.31148,0.76155,0.0003368,0.0003368,0.0003368
65,1202.56,0.43843,0,0.00067,0.31576,0.79386,0.97186,0.95455,0.98685,0.92193,0,0,0,0,0.41056,0,0.00087,0.31148,0.76155,0.0003104,0.0003104,0.0003104
66,1221.7,0.40468,0,8e-05,0.32577,0.7621,0.96964,0.96779,0.98824,0.91101,0,0,0,0,0.41093,0,0.00066,0.31052,0.76065,0.000284,0.000284,0.000284
67,1239.99,0.39891,0,9e-05,0.30069,0.78215,0.98158,0.9697,0.98923,0.91658,0,0,0,0,0.40628,0,0.00041,0.30795,0.75968,0.0002576,0.0002576,0.0002576
68,1258.49,0.4006,0,0.00011,0.29371,0.79524,0.98109,0.9697,0.98839,0.91762,0,0,0,0,0.40379,0,0.00039,0.30677,0.75697,0.0002312,0.0002312,0.0002312
69,1276.73,0.38529,0,0.0001,0.28181,0.76692,0.98109,0.9697,0.98839,0.91762,0,0,0,0,0.40379,0,0.00039,0.30677,0.75697,0.0002048,0.0002048,0.0002048
70,1294.95,0.41371,0,9e-05,0.30073,0.78693,0.96966,0.96851,0.98726,0.92216,0,0,0,0,0.39544,0,0.00039,0.31072,0.75644,0.0001784,0.0001784,0.0001784
71,1313.31,0.40265,0,0.00013,0.28574,0.77517,0.96968,0.96899,0.98584,0.91798,0,0,0,0,0.38854,0,0.00033,0.30843,0.75635,0.000152,0.000152,0.000152
72,1331.8,0.3845,0,0.0001,0.28284,0.78193,0.96796,0.9697,0.98586,0.91366,0,0,0,0,0.39522,0,0.0003,0.30557,0.75727,0.0001256,0.0001256,0.0001256
73,1350.03,0.40521,0,0.00011,0.29665,0.79647,0.96796,0.9697,0.98586,0.91366,0,0,0,0,0.39522,0,0.0003,0.30557,0.75727,9.92e-05,9.92e-05,9.92e-05
74,1368.39,0.39961,0,8e-05,0.28607,0.78788,0.98455,0.96584,0.98743,0.91672,0,0,0,0,0.40838,0,0.00026,0.30593,0.75999,7.28e-05,7.28e-05,7.28e-05
75,1386.66,0.40907,0,8e-05,0.29711,0.78355,0.98454,0.96511,0.98746,0.92005,0,0,0,0,0.41278,0,0.00024,0.30504,0.76186,4.64e-05,4.64e-05,4.64e-05
