epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,1341.51,0.44196,0,0.00024,0.32845,0.80308,0.9816,0.9697,0.99037,0.90438,0,0,0,0,0.44405,0,0.00033,0.32129,0.76492,0.000722,0.000722,0.000722
73,1359.56,0.4111,0,0.00032,0.31315,0.79723,0.9816,0.9697,0.99037,0.90438,0,0,0,0,0.44405,0,0.00033,0.32129,0.76492,0.000704,0.000704,0.000704
74,1377.92,0.429,0,0.00019,0.31285,0.78237,0.97458,0.9697,0.99033,0.90096,0,0,0,0,0.45445,0,0.00042,0.32499,0.76354,0.000686,0.000686,0.000686
75,1396.37,0.4402,0,0.0002,0.32142,0.78415,0.97009,0.98299,0.99051,0.91889,0,0,0,0,0.42581,0,0.0005,0.31867,0.76043,0.000668,0.000668,0.000668
76,1415.03,0.42976,0,0.0002,0.32073,0.78991,0.96976,0.98485,0.99056,0.9315,0,0,0,0,0.39154,0,0.00036,0.30874,0.7581,0.00065,0.00065,0.00065
77,1433.2,0.42816,0,0.00033,0.31045,0.81011,0.96976,0.98485,0.99056,0.9315,0,0,0,0,0.39154,0,0.00036,0.30874,0.7581,0.000632,0.000632,0.000632
78,1451.6,0.42791,0,0.00026,0.30417,0.79273,0.97014,0.98461,0.9908,0.92127,0,0,0,0,0.3969,0,0.00024,0.30791,0.75954,0.000614,0.000614,0.000614
79,1469.88,0.4007,0,0.00015,0.29726,0.79767,0.97008,0.98239,0.99025,0.9206,0,0,0,0,0.40998,0,0.00032,0.32283,0.76239,0.000596,0.000596,0.000596
80,1488.41,0.39967,0,0.0002,0.29571,0.79637,0.97006,0.98177,0.99072,0.92616,0,0,0,0,0.40544,0,0.00037,0.33522,0.76146,0.000578,0.000578,0.000578
81,1506.67,0.39424,0,0.00014,0.29167,0.79387,0.97006,0.98177,0.99072,0.92616,0,0,0,0,0.40544,0,0.00037,0.33522,0.76146,0.00056,0.00056,0.00056
82,1524.93,0.42744,0,0.00015,0.307,0.78937,0.98456,0.96615,0.99064,0.93201,0,0,0,0,0.3926,0,0.00032,0.32464,0.76329,0.000542,0.000542,0.000542
