epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,1074.5,0.45728,0,0.00029,0.31277,0.79117,0.98118,0.92424,0.97896,0.88168,0,0,0,0,0.44617,0,0.00124,0.3317,0.771,0.0008714,0.0008714,0.0008714
59,1092.9,0.44473,0,0.00019,0.34015,0.81527,0.9836,0.90897,0.97322,0.89427,0,0,0,0,0.43195,0,0.00213,0.3508,0.76919,0.0008516,0.0008516,0.0008516
60,1111.65,0.46833,0,0.00032,0.32989,0.79667,0.98352,0.90416,0.96014,0.87685,0,0,0,0,0.43744,0,0.00335,0.36848,0.77061,0.0008318,0.0008318,0.0008318
61,1129.97,0.44774,0,0.00059,0.34454,0.79259,0.98352,0.90416,0.96014,0.87685,0,0,0,0,0.43744,0,0.00335,0.36848,0.77061,0.000812,0.000812,0.000812
62,1148.42,0.4054,0,0.00019,0.31218,0.79511,0.98156,0.90909,0.96009,0.87817,0,0,0,0,0.43575,0,0.00451,0.38862,0.7684,0.0007922,0.0007922,0.0007922
63,1166.84,0.47165,0,0.00042,0.34459,0.81338,0.98159,0.90909,0.96369,0.89412,0,0,0,0,0.42837,0,0.00462,0.36989,0.76693,0.0007724,0.0007724,0.0007724
64,1185.6,0.4766,0,0.00056,0.34526,0.79394,0.9819,0.92424,0.9667,0.90312,0,0,0,0,0.43652,0,0.00524,0.38431,0.76741,0.0007526,0.0007526,0.0007526
65,1203.84,0.48748,0,0.00034,0.34203,0.79772,0.9819,0.92424,0.9667,0.90312,0,0,0,0,0.43652,0,0.00524,0.38431,0.76741,0.0007328,0.0007328,0.0007328
66,1222.45,0.47408,0,0.00058,0.35118,0.79814,0.96656,0.93939,0.9679,0.9133,0,0,0,0,0.41373,0,0.00509,0.37436,0.76706,0.000713,0.000713,0.000713
67,1241.13,0.44722,0,0.00019,0.32425,0.79921,0.98247,0.93939,0.97497,0.91409,0,0,0,0,0.38822,0,0.00372,0.35524,0.76347,0.0006932,0.0006932,0.0006932
68,1259.92,0.45721,0,0.00021,0.32404,0.80228,0.98201,0.93939,0.97635,0.91239,0,0,0,0,0.39652,0,0.00332,0.35315,0.76234,0.0006734,0.0006734,0.0006734
69,1278.08,0.41703,0,0.0002,0.31005,0.79831,0.98201,0.93939,0.97635,0.91239,0,0,0,0,0.39652,0,0.00332,0.35315,0.76234,0.0006536,0.0006536,0.0006536
70,1296.59,0.45142,0,0.00095,0.32594,0.81232,0.98215,0.93939,0.98025,0.91704,0,0,0,0,0.40873,0,0.00316,0.34895,0.76208,0.0006338,0.0006338,0.0006338
71,1315.13,0.40669,0,0.0002,0.29163,0.7864,0.97982,0.9697,0.98196,0.91604,0,0,0,0,0.40218,0,0.00232,0.33039,0.76188,0.000614,0.000614,0.000614
72,1334.02,0.40845,0,0.00021,0.29944,0.79998,0.98187,0.93939,0.98165,0.92203,0,0,0,0,0.39354,0,0.00203,0.33095,0.76106,0.0005942,0.0005942,0.0005942
73,1352.62,0.40085,0,0.00016,0.29165,0.79386,0.98187,0.93939,0.98165,0.92203,0,0,0,0,0.39354,0,0.00203,0.33095,0.76106,0.0005744,0.0005744,0.0005744
74,1371.45,0.40237,0,0.00014,0.29168,0.78011,0.98327,0.93939,0.98086,0.91708,0,0,0,0,0.40175,0,0.0015,0.33254,0.76153,0.0005546,0.0005546,0.0005546
75,1389.97,0.43343,0,0.00052,0.30543,0.78386,0.98409,0.93709,0.98009,0.90028,0,0,0,0,0.39588,0,0.00108,0.31166,0.75981,0.0005348,0.0005348,0.0005348
76,1408.99,0.42512,0,0.00023,0.29864,0.79025,0.97929,0.92424,0.97778,0.90258,0,0,0,0,0.4035,0,0.00098,0.30367,0.76387,0.000515,0.000515,0.000515
77,1427.29,0.41544,0,0.00057,0.30137,0.80539,0.97929,0.92424,0.97778,0.90258,0,0,0,0,0.4035,0,0.00098,0.30367,0.76387,0.0004952,0.0004952,0.0004952
78,1445.76,0.42251,0,0.00023,0.29694,0.79314,0.97937,0.92424,0.97874,0.90816,0,0,0,0,0.37592,0,0.00088,0.29997,0.76158,0.0004754,0.0004754,0.0004754
79,1464.31,0.39319,0,0.00021,0.29092,0.7971,0.97921,0.92424,0.97835,0.91187,0,0,0,0,0.40004,0,0.00091,0.30527,0.771,0.0004556,0.0004556,0.0004556
80,1482.97,0.40147,0,0.00022,0.28715,0.79647,0.98049,0.92424,0.96481,0.90411,0,0,0,0,0.43866,0,0.00076,0.33659,0.77599,0.0004358,0.0004358,0.0004358
81,1501.38,0.38263,0,0.00017,0.27833,0.79573,0.98049,0.92424,0.96481,0.90411,0,0,0,0,0.43866,0,0.00076,0.33659,0.77599,0.000416,0.000416,0.000416
82,1520,0.41722,0,0.00022,0.2933,0.78849,0.98082,0.92424,0.9779,0.90666,0,0,0,0,0.42197,0,0.00067,0.33087,0.76995,0.0003962,0.0003962,0.0003962
83,1538.63,0.41695,0,0.00027,0.30138,0.80002,0.98076,0.92424,0.97826,0.89521,0,0,0,0,0.42319,0,0.00058,0.32468,0.76865,0.0003764,0.0003764,0.0003764
84,1557.36,0.39588,0,0.00015,0.28099,0.78459,0.98402,0.93286,0.98183,0.91781,0,0,0,0,0.40366,0,0.00041,0.31862,0.76961,0.0003566,0.0003566,0.0003566
85,1575.71,0.38632,0,0.00012,0.27833,0.78592,0.98402,0.93286,0.98183,0.91781,0,0,0,0,0.40366,0,0.00041,0.31862,0.76961,0.0003368,0.0003368,0.0003368
86,1594.2,0.38077,0,0.00015,0.27112,0.79606,0.96921,0.95384,0.98412,0.92525,0,0,0,0,0.3838,0,0.00028,0.30487,0.76488,0.000317,0.000317,0.000317
87,1612.75,0.39494,0,0.00016,0.29998,0.79366,0.9672,0.95455,0.9855,0.92595,0,0,0,0,0.38115,0,0.00024,0.30524,0.76171,0.0002972,0.0002972,0.0002972
88,1631.46,0.38639,0,0.00013,0.2737,0.7946,0.98408,0.93673,0.98716,0.9219,0,0,0,0,0.39144,0,0.00025,0.30723,0.76124,0.0002774,0.0002774,0.0002774
89,1649.62,0.38661,0,0.00016,0.27945,0.81006,0.98408,0.93673,0.98716,0.9219,0,0,0,0,0.39144,0,0.00025,0.30723,0.76124,0.0002576,0.0002576,0.0002576
90,1668.28,0.39948,0,0.00026,0.29328,0.78591,0.97096,0.93939,0.98631,0.9376,0,0,0,0,0.36361,0,0.00018,0.29803,0.75822,0.0002378,0.0002378,0.0002378
91,1687.56,0.3655,0,6e-05,0.26058,0.77513,0.98181,0.9697,0.98982,0.94596,0,0,0,0,0.35486,0,0.00014,0.29739,0.75684,0.000218,0.000218,0.000218
92,1706.12,0.37899,0,7e-05,0.28324,0.79277,0.98388,0.9697,0.99024,0.94487,0,0,0,0,0.36019,0,0.00012,0.29604,0.75771,0.0001982,0.0001982,0.0001982
93,1724.42,0.35237,0,0.00011,0.26854,0.78133,0.98388,0.9697,0.99024,0.94487,0,0,0,0,0.36019,0,0.00012,0.29604,0.75771,0.0001784,0.0001784,0.0001784
94,1742.76,0.35401,0,7e-05,0.25867,0.77998,0.98459,0.96787,0.99024,0.94027,0,0,0,0,0.35885,0,0.00011,0.29317,0.75586,0.0001586,0.0001586,0.0001586
95,1761.25,0.35888,0,5e-05,0.24938,0.79581,0.96609,0.9697,0.98972,0.93495,0,0,0,0,0.36041,0,0.00011,0.29929,0.7557,0.0001388,0.0001388,0.0001388
96,1779.91,0.34855,0,0.00018,0.25185,0.7893,0.97663,0.95455,0.98838,0.93746,0,0,0,0,0.36035,0,0.0001,0.3036,0.75589,0.000119,0.000119,0.000119
97,1798.11,0.34709,0,8e-05,0.25377,0.79383,0.97663,0.95455,0.98838,0.93746,0,0,0,0,0.36035,0,0.0001,0.3036,0.75589,9.92e-05,9.92e-05,9.92e-05
98,1816.47,0.34357,0,4e-05,0.2433,0.78962,0.97661,0.95455,0.98796,0.93719,0,0,0,0,0.35755,0,0.0001,0.30732,0.75665,7.94e-05,7.94e-05,7.94e-05
99,1834.77,0.38882,0,4e-05,0.26738,0.7923,0.97801,0.95455,0.98743,0.94194,0,0,0,0,0.34862,0,0.0001,0.30091,0.75573,5.96e-05,5.96e-05,5.96e-05
100,1853.35,0.35692,0,4e-05,0.24871,0.76952,0.97872,0.95455,0.98696,0.93967,0,0,0,0,0.34422,0,9e-05,0.29848,0.75484,3.98e-05,3.98e-05,3.98e-05
