epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,553.28,0.58977,0,0.00124,0.421,0.80725,0.9114,0.95455,0.97291,0.8047,0,0,0,0,0.62673,0,0.00413,0.66898,0.79281,0.00121218,0.00121218,0.00121218
31,571.774,0.60695,0,0.001,0.43821,0.81399,0.92357,0.95455,0.97599,0.83218,0,0,0,0,0.5908,0,0.00303,0.66301,0.78681,0.0012328,0.0012328,0.0012328
32,590.559,0.58552,0,0.00065,0.47613,0.80037,0.92753,0.95455,0.97607,0.84273,0,0,0,0,0.56365,0,0.00195,0.58971,0.7842,0.0012521,0.0012521,0.0012521
33,609.147,0.69293,0,0.00101,0.4462,0.81649,0.92753,0.95455,0.97607,0.84273,0,0,0,0,0.56365,0,0.00195,0.58971,0.7842,0.00127008,0.00127008,0.00127008
34,627.753,0.63315,0,0.00191,0.47258,0.81639,0.8732,0.95455,0.95126,0.83481,0,0,0,0,0.54038,0,0.00141,0.64626,0.77689,0.001274,0.001274,0.001274
35,646.234,0.63123,0,0.00144,0.46631,0.79548,0.91648,0.93939,0.96543,0.81268,0,0,0,0,0.62755,0,0.00249,0.65451,0.79624,0.001252,0.001252,0.001252
36,664.833,0.59959,0,0.00113,0.41506,0.8019,0.91024,0.95455,0.96682,0.83285,0,0,0,0,0.59197,0,0.00068,0.61103,0.79303,0.00123,0.00123,0.00123
37,683.142,0.60558,0,0.0011,0.42525,0.80926,0.91024,0.95455,0.96682,0.83285,0,0,0,0,0.59197,0,0.00068,0.61103,0.79303,0.001208,0.001208,0.001208
38,701.645,0.56677,0,0.00046,0.39851,0.80373,0.95036,0.95455,0.97417,0.8475,0,0,0,0,0.55539,0,0.0006,0.62157,0.78942,0.001186,0.001186,0.001186
39,720.293,0.55214,0,0.00044,0.38485,0.80262,0.94501,0.95455,0.97309,0.83842,0,0,0,0,0.56332,0,0.00043,0.63672,0.79119,0.001164,0.001164,0.001164
40,738.886,0.56221,0,0.00031,0.39623,0.806,0.95154,0.95455,0.97597,0.84705,0,0,0,0,0.54309,0,0.00034,0.55152,0.78626,0.001142,0.001142,0.001142
41,757.623,0.56293,0,0.00124,0.40429,0.80516,0.95154,0.95455,0.97597,0.84705,0,0,0,0,0.54309,0,0.00034,0.55152,0.78626,0.00112,0.00112,0.00112
42,776.667,0.53253,0,0.00046,0.38471,0.81074,0.97361,0.95455,0.97688,0.85985,0,0,0,0,0.52415,0,0.00027,0.51167,0.78606,0.001098,0.001098,0.001098
43,795.321,0.51321,0,0.00065,0.39727,0.81199,0.96164,0.95455,0.98261,0.85579,0,0,0,0,0.54713,0,0.00024,0.5031,0.78735,0.001076,0.001076,0.001076
44,813.757,0.5398,0,0.00041,0.39811,0.81846,0.96832,0.9697,0.98319,0.86776,0,0,0,0,0.49967,0,0.00024,0.53197,0.76718,0.001054,0.001054,0.001054
45,832.359,0.52615,0,0.00042,0.37273,0.79751,0.96832,0.9697,0.98319,0.86776,0,0,0,0,0.49967,0,0.00024,0.53197,0.76718,0.001032,0.001032,0.001032
46,851.282,0.49566,0,0.00031,0.36749,0.80226,0.96491,0.9697,0.98255,0.87825,0,0,0,0,0.47876,0,0.00024,0.45628,0.76511,0.00101,0.00101,0.00101
47,870.565,0.51402,0,0.00075,0.3733,0.80512,0.96431,0.9697,0.98195,0.87211,0,0,0,0,0.48082,0,0.00025,0.43746,0.76533,0.000988,0.000988,0.000988
48,889.505,0.5069,0,0.00058,0.37589,0.80533,0.96244,0.9697,0.98083,0.8621,0,0,0,0,0.49156,0,0.00024,0.42243,0.76529,0.000966,0.000966,0.000966
49,907.878,0.48186,0,0.00037,0.35721,0.80299,0.96244,0.9697,0.98083,0.8621,0,0,0,0,0.49156,0,0.00024,0.42243,0.76529,0.000944,0.000944,0.000944
50,926.338,0.47223,0,0.00019,0.34776,0.79401,0.96334,0.9697,0.98103,0.87887,0,0,0,0,0.45187,0,0.00024,0.40643,0.76205,0.000922,0.000922,0.000922
51,944.807,0.48005,0,0.00033,0.34688,0.80075,0.96625,0.9697,0.98291,0.8665,0,0,0,0,0.48715,0,0.00026,0.43106,0.76847,0.0009,0.0009,0.0009
52,963.235,0.46589,0,0.00038,0.34396,0.81365,0.97756,0.9697,0.98792,0.88341,0,0,0,0,0.45204,0,0.00029,0.40809,0.76548,0.000878,0.000878,0.000878
53,981.505,0.48721,0,0.00048,0.34728,0.79414,0.97756,0.9697,0.98792,0.88341,0,0,0,0,0.45204,0,0.00029,0.40809,0.76548,0.000856,0.000856,0.000856
54,999.934,0.47503,0,0.00043,0.34089,0.80806,0.98181,0.9697,0.99199,0.90197,0,0,0,0,0.44895,0,0.00037,0.38381,0.76544,0.000834,0.000834,0.000834
55,1018.67,0.49411,0,0.00032,0.35734,0.78951,0.9816,0.9697,0.99329,0.90283,0,0,0,0,0.42574,0,0.00038,0.36207,0.76254,0.000812,0.000812,0.000812
56,1037.29,0.46852,0,0.00034,0.32409,0.78932,0.98239,0.9697,0.99246,0.91409,0,0,0,0,0.40378,0,0.00031,0.35024,0.75748,0.00079,0.00079,0.00079
57,1055.49,0.47628,0,0.0005,0.34284,0.79926,0.98239,0.9697,0.99246,0.91409,0,0,0,0,0.40378,0,0.00031,0.35024,0.75748,0.000768,0.000768,0.000768
58,1074.01,0.44825,0,0.00058,0.32964,0.79176,0.98244,0.9697,0.99261,0.91046,0,0,0,0,0.42208,0,0.00032,0.34471,0.76172,0.000746,0.000746,0.000746
59,1092.32,0.44703,0,0.00032,0.33842,0.81647,0.98265,0.9697,0.99047,0.90722,0,0,0,0,0.40728,0,0.0004,0.32072,0.76231,0.000724,0.000724,0.000724
60,1110.83,0.45387,0,0.00032,0.32086,0.79599,0.98252,0.9697,0.98821,0.89696,0,0,0,0,0.43051,0,0.00077,0.3381,0.76366,0.000702,0.000702,0.000702
61,1128.92,0.44074,0,0.00059,0.33114,0.79036,0.98252,0.9697,0.98821,0.89696,0,0,0,0,0.43051,0,0.00077,0.3381,0.76366,0.00068,0.00068,0.00068
62,1147.31,0.40329,0,0.00018,0.29977,0.79354,0.98103,0.9697,0.9814,0.88629,0,0,0,0,0.44026,0,0.00091,0.34647,0.77272,0.000658,0.000658,0.000658
63,1165.76,0.45094,0,0.00041,0.32617,0.80971,0.9846,0.96859,0.979,0.88562,0,0,0,0,0.4421,0,0.00071,0.36332,0.77556,0.000636,0.000636,0.000636
64,1184.26,0.47475,0,0.00034,0.33661,0.79104,0.981,0.9697,0.97715,0.8974,0,0,0,0,0.44781,0,0.00067,0.37458,0.77397,0.000614,0.000614,0.000614
65,1202.36,0.4672,0,0.00025,0.33217,0.79663,0.981,0.9697,0.97715,0.8974,0,0,0,0,0.44781,0,0.00067,0.37458,0.77397,0.000592,0.000592,0.000592
66,1220.79,0.45164,0,0.00035,0.33114,0.79628,0.98226,0.9697,0.9749,0.88923,0,0,0,0,0.43018,0,0.00075,0.3653,0.7648,0.00057,0.00057,0.00057
67,1239.16,0.4484,0,0.00024,0.32098,0.79912,0.98181,0.9697,0.97492,0.88447,0,0,0,0,0.42237,0,0.00071,0.36544,0.76209,0.000548,0.000548,0.000548
68,1257.81,0.44873,0,0.00021,0.32861,0.8019,0.98461,0.96945,0.97691,0.89253,0,0,0,0,0.41,0,0.00062,0.36746,0.76128,0.000526,0.000526,0.000526
69,1275.98,0.4128,0,0.00019,0.30759,0.79675,0.98461,0.96945,0.97691,0.89253,0,0,0,0,0.41,0,0.00062,0.36746,0.76128,0.000504,0.000504,0.000504
70,1294.56,0.45198,0,0.00038,0.33039,0.81115,0.98459,0.96835,0.97942,0.89811,0,0,0,0,0.40424,0,0.00066,0.34487,0.76011,0.000482,0.000482,0.000482
71,1312.96,0.41146,0,0.00022,0.29359,0.78584,0.98456,0.96602,0.981,0.89955,0,0,0,0,0.40367,0,0.0007,0.32838,0.75917,0.00046,0.00046,0.00046
72,1331.7,0.4174,0,0.00023,0.31412,0.8005,0.98459,0.96798,0.98184,0.90933,0,0,0,0,0.40094,0,0.00051,0.31831,0.75878,0.000438,0.000438,0.000438
73,1349.83,0.38227,0,0.00021,0.30269,0.79239,0.98459,0.96798,0.98184,0.90933,0,0,0,0,0.40094,0,0.00051,0.31831,0.75878,0.000416,0.000416,0.000416
74,1368.34,0.40202,0,0.00044,0.29397,0.77727,0.9846,0.96868,0.98243,0.90623,0,0,0,0,0.39834,0,0.00038,0.32071,0.75947,0.000394,0.000394,0.000394
75,1386.79,0.42761,0,0.00021,0.31169,0.78149,0.9846,0.96887,0.98285,0.91244,0,0,0,0,0.39726,0,0.00045,0.30696,0.75804,0.000372,0.000372,0.000372
76,1405.41,0.41885,0,0.00023,0.30964,0.78725,0.98456,0.96629,0.98363,0.91374,0,0,0,0,0.39936,0,0.00052,0.30625,0.75698,0.00035,0.00035,0.00035
77,1423.58,0.40942,0,0.00044,0.29385,0.80344,0.98456,0.96629,0.98363,0.91374,0,0,0,0,0.39936,0,0.00052,0.30625,0.75698,0.000328,0.000328,0.000328
78,1441.88,0.39554,0,0.00017,0.27817,0.78936,0.98457,0.96669,0.98341,0.92385,0,0,0,0,0.3755,0,0.00048,0.30219,0.75637,0.000306,0.000306,0.000306
79,1460.28,0.36434,0,0.00017,0.27733,0.79184,0.98457,0.96687,0.98337,0.9251,0,0,0,0,0.35909,0,0.00041,0.29975,0.75696,0.000284,0.000284,0.000284
80,1478.92,0.38463,0,0.00017,0.28116,0.79349,0.98458,0.96726,0.98407,0.93392,0,0,0,0,0.36111,0,0.0004,0.2982,0.75801,0.000262,0.000262,0.000262
81,1497.86,0.43594,0,0.00013,0.33602,0.78643,0.98458,0.96726,0.98407,0.93392,0,0,0,0,0.36111,0,0.0004,0.2982,0.75801,0.00024,0.00024,0.00024
82,1516.03,0.38157,0,0.0001,0.29352,0.78084,0.98188,0.95455,0.98467,0.92356,0,0,0,0,0.3763,0,0.00049,0.30292,0.75826,0.000218,0.000218,0.000218
83,1534.21,0.40758,0,6e-05,0.29215,0.79847,0.96961,0.96702,0.98428,0.92025,0,0,0,0,0.39656,0,0.00057,0.31024,0.76009,0.000196,0.000196,0.000196
84,1552.58,0.39099,0,5e-05,0.27608,0.76387,0.95513,0.96769,0.98368,0.92265,0,0,0,0,0.39396,0,0.00041,0.31445,0.76087,0.000174,0.000174,0.000174
85,1570.64,0.38218,0,4e-05,0.26771,0.79943,0.95513,0.96769,0.98368,0.92265,0,0,0,0,0.39396,0,0.00041,0.31445,0.76087,0.000152,0.000152,0.000152
86,1588.95,0.40999,0,0.00013,0.27594,0.77076,0.96964,0.96784,0.98445,0.92196,0,0,0,0,0.38857,0,0.00027,0.31066,0.76364,0.00013,0.00013,0.00013
87,1607.26,0.39047,0,0.00019,0.29012,0.78632,0.96964,0.96789,0.98463,0.92744,0,0,0,0,0.38822,0,0.0002,0.30467,0.77015,0.000108,0.000108,0.000108
88,1625.74,0.38162,0,9e-05,0.28649,0.78403,0.96964,0.96776,0.98423,0.92967,0,0,0,0,0.38358,0,0.00018,0.302,0.77521,8.6e-05,8.6e-05,8.6e-05
89,1643.77,0.39231,0,0.00068,0.28535,0.78259,0.96964,0.96776,0.98423,0.92967,0,0,0,0,0.38358,0,0.00018,0.302,0.77521,6.4e-05,6.4e-05,6.4e-05
90,1661.96,0.38367,0,9e-05,0.27902,0.77449,0.96964,0.96776,0.98415,0.92891,0,0,0,0,0.38462,0,0.00016,0.29789,0.77929,4.2e-05,4.2e-05,4.2e-05
