epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,808.176,0.52498,0,0.0006,0.37669,0.81193,0.94556,0.95455,0.97719,0.87778,0,0,0,0,0.4818,0,0.00232,0.39511,0.76807,0.000690154,0.000690154,0.000690154
45,826.346,0.50922,0,0.00066,0.35295,0.79217,0.94556,0.95455,0.97719,0.87778,0,0,0,0,0.4818,0,0.00232,0.39511,0.76807,0.000659692,0.000659692,0.000659692
46,844.834,0.47902,0,0.00054,0.35326,0.80182,0.95226,0.95455,0.97781,0.88307,0,0,0,0,0.47557,0,0.00264,0.39043,0.76779,0.000629231,0.000629231,0.000629231
47,863.25,0.49523,0,0.00083,0.35842,0.804,0.96518,0.92424,0.97718,0.86672,0,0,0,0,0.51508,0,0.00204,0.40049,0.77495,0.000598769,0.000598769,0.000598769
48,881.734,0.48445,0,0.00064,0.34495,0.80468,0.9655,0.92424,0.97563,0.86193,0,0,0,0,0.52045,0,0.00221,0.42052,0.77809,0.000568308,0.000568308,0.000568308
49,900.1,0.4798,0,0.00051,0.33715,0.80563,0.9655,0.92424,0.97563,0.86193,0,0,0,0,0.52045,0,0.00221,0.42052,0.77809,0.000537846,0.000537846,0.000537846
50,918.377,0.47877,0,0.00029,0.33888,0.79137,0.96572,0.92424,0.97328,0.87576,0,0,0,0,0.44583,0,0.00322,0.37963,0.76736,0.000507385,0.000507385,0.000507385
51,936.733,0.48906,0,0.00042,0.32441,0.79859,0.96867,0.937,0.9725,0.89962,0,0,0,0,0.41135,0,0.00319,0.36324,0.76319,0.000476923,0.000476923,0.000476923
52,955.214,0.45894,0,0.00072,0.32271,0.81046,0.9687,0.93793,0.97529,0.89748,0,0,0,0,0.42988,0,0.00265,0.36035,0.76381,0.000446462,0.000446462,0.000446462
53,973.335,0.45596,0,0.00055,0.3239,0.79095,0.9687,0.93793,0.97529,0.89748,0,0,0,0,0.42988,0,0.00265,0.36035,0.76381,0.000416,0.000416,0.000416
54,991.731,0.46766,0,0.00055,0.32435,0.80341,0.96871,0.93803,0.97835,0.88227,0,0,0,0,0.47061,0,0.00159,0.36593,0.7698,0.000385538,0.000385538,0.000385538
55,1010.19,0.47437,0,0.00029,0.33903,0.78595,0.96897,0.94645,0.97941,0.88851,0,0,0,0,0.44045,0,0.00125,0.35652,0.76704,0.000355077,0.000355077,0.000355077
56,1029.28,0.44712,0,0.0001,0.37602,0.78296,0.96964,0.96778,0.98147,0.92936,0,0,0,0,0.37882,0,0.00113,0.3205,0.75846,0.000324615,0.000324615,0.000324615
57,1047.21,0.44307,0,0.00053,0.33799,0.79408,0.96964,0.96778,0.98147,0.92936,0,0,0,0,0.37882,0,0.00113,0.3205,0.75846,0.000294154,0.000294154,0.000294154
58,1065.44,0.43421,0,0.00015,0.31924,0.78759,0.98365,0.9697,0.9825,0.93053,0,0,0,0,0.37255,0,0.00151,0.31384,0.75636,0.000263692,0.000263692,0.000263692
59,1083.77,0.44486,0,9e-05,0.31588,0.7897,0.98459,0.96796,0.98344,0.92588,0,0,0,0,0.37616,0,0.00154,0.31344,0.75602,0.000233231,0.000233231,0.000233231
60,1102.13,0.44548,0,0.0001,0.31745,0.78508,0.98461,0.9691,0.98404,0.9235,0,0,0,0,0.37529,0,0.00112,0.31197,0.75519,0.000202769,0.000202769,0.000202769
61,1120.06,0.42251,0,0.0001,0.31648,0.7993,0.98461,0.9691,0.98404,0.9235,0,0,0,0,0.37529,0,0.00112,0.31197,0.75519,0.000172308,0.000172308,0.000172308
62,1138.3,0.41626,0,0.00012,0.3097,0.78355,0.98422,0.9697,0.98444,0.92456,0,0,0,0,0.37508,0,0.00068,0.30176,0.75607,0.000141846,0.000141846,0.000141846
63,1156.48,0.40013,0,0.00012,0.30563,0.7876,0.98435,0.953,0.98493,0.92396,0,0,0,0,0.3719,0,0.00048,0.29589,0.75636,0.000111385,0.000111385,0.000111385
64,1174.9,0.41218,0,0.0001,0.3017,0.77898,0.96794,0.9697,0.98447,0.92451,0,0,0,0,0.36482,0,0.00038,0.29158,0.75649,8.09231e-05,8.09231e-05,8.09231e-05
65,1192.86,0.38813,0,0.00014,0.29991,0.78766,0.96794,0.9697,0.98447,0.92451,0,0,0,0,0.36482,0,0.00038,0.29158,0.75649,5.04615e-05,5.04615e-05,5.04615e-05
