epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,278.159,0.75642,0,0.00325,0.52634,0.83482,0.8977,0.87879,0.92189,0.75546,0,0,0,0,0.77262,0,0.04905,1.08725,0.83277,0.00070576,0.00070576,0.00070576
16,296.462,0.69998,0,0.00271,0.5128,0.8156,0.90244,0.89394,0.92657,0.77672,0,0,0,0,0.70968,0,0.03346,1.08972,0.82758,0.000740586,0.000740586,0.000740586
17,315.035,0.68384,0,0.00279,0.49686,0.83206,0.88304,0.91517,0.93511,0.74212,0,0,0,0,0.83308,0,0.03396,0.95832,0.85023,0.000773714,0.000773714,0.000773714
18,333.361,0.6693,0,0.00241,0.49429,0.83445,0.91538,0.92424,0.94698,0.75688,0,0,0,0,0.76956,0,0.04025,0.8674,0.83139,0.000805146,0.000805146,0.000805146
19,351.695,0.59917,0,0.00229,0.45618,0.83515,0.92139,0.90909,0.95104,0.7767,0,0,0,0,0.68186,0,0.04922,0.73613,0.81417,0.00083488,0.00083488,0.00083488
20,370.123,0.71722,0,0.00545,0.47413,0.83651,0.96757,0.90408,0.94817,0.7885,0,0,0,0,0.67833,0,0.05263,0.68629,0.80882,0.000862917,0.000862917,0.000862917
21,388.491,0.5997,0,0.00239,0.43821,0.82002,0.91087,0.87879,0.92367,0.76891,0,0,0,0,0.702,0,0.04946,0.80705,0.80399,0.000889257,0.000889257,0.000889257
22,406.826,0.65218,0,0.00212,0.45987,0.82745,0.91772,0.845,0.88593,0.74676,0,0,0,0,0.68241,0,0.05613,0.74594,0.79513,0.0009139,0.0009139,0.0009139
23,425.038,0.62502,0,0.00136,0.4544,0.81613,0.97558,0.84848,0.89439,0.77454,0,0,0,0,0.61128,0,0.05445,0.61493,0.7866,0.000936846,0.000936846,0.000936846
24,443.392,0.58161,0,0.00177,0.44016,0.81249,0.7645,0.83333,0.836,0.72924,0,0,0,0,0.57416,0,0.04941,1.03251,0.78272,0.000958094,0.000958094,0.000958094
25,461.757,0.57205,0,0.00177,0.40711,0.80427,0.83535,0.86364,0.86697,0.76046,0,0,0,0,0.54911,0,0.0401,0.79162,0.77904,0.000977646,0.000977646,0.000977646
26,480.051,0.5794,0,0.00208,0.42819,0.812,0.9332,0.89394,0.92238,0.79955,0,0,0,0,0.58947,0,0.04035,0.5673,0.77943,0.0009955,0.0009955,0.0009955
27,498.51,0.62493,0,0.00121,0.45074,0.8291,0.96284,0.87879,0.92272,0.80228,0,0,0,0,0.56393,0,0.04155,0.53108,0.78395,0.00101166,0.00101166,0.00101166
28,516.797,0.56609,0,0.00085,0.4596,0.803,0.96315,0.86364,0.92511,0.81885,0,0,0,0,0.5507,0,0.04087,0.52129,0.77998,0.00102612,0.00102612,0.00102612
29,535.241,0.55367,0,0.00186,0.42346,0.82248,0.96315,0.86364,0.92511,0.81885,0,0,0,0,0.5507,0,0.04087,0.52129,0.77998,0.00103888,0.00103888,0.00103888
30,553.556,0.5527,0,0.00132,0.40955,0.80289,0.96468,0.89394,0.9307,0.79859,0,0,0,0,0.58598,0,0.03743,0.50302,0.78119,0.00104995,0.00104995,0.00104995
31,571.732,0.55642,0,0.00169,0.41519,0.80723,0.97874,0.89394,0.93418,0.81488,0,0,0,0,0.52966,0,0.03153,0.46925,0.77951,0.00105931,0.00105931,0.00105931
32,590.217,0.55073,0,0.00085,0.43708,0.79838,0.95368,0.89394,0.93291,0.80165,0,0,0,0,0.55443,0,0.03234,0.46636,0.79177,0.00106699,0.00106699,0.00106699
33,608.384,0.55447,0,0.00148,0.40403,0.8034,0.95368,0.89394,0.93291,0.80165,0,0,0,0,0.55443,0,0.03234,0.46636,0.79177,0.00107296,0.00107296,0.00107296
34,626.662,0.58195,0,0.00135,0.4352,0.80778,1,0.89079,0.93935,0.78588,0,0,0,0,0.63763,0,0.02627,0.44698,0.80071,0.00106657,0.00106657,0.00106657
35,644.898,0.59864,0,0.00104,0.4383,0.79111,0.97981,0.90909,0.94913,0.81057,0,0,0,0,0.59124,0,0.01622,0.45595,0.79519,0.00103829,0.00103829,0.00103829
36,663.449,0.55321,0,0.00087,0.41309,0.79928,0.98356,0.90678,0.95689,0.82659,0,0,0,0,0.53285,0,0.00738,0.49797,0.77868,0.00101,0.00101,0.00101
37,682.078,0.65266,0,0.00238,0.42949,0.80398,0.98356,0.90678,0.95689,0.82659,0,0,0,0,0.53285,0,0.00738,0.49797,0.77868,0.000981714,0.000981714,0.000981714
38,700.44,0.62741,0,0.00078,0.41258,0.80608,0.9676,0.90489,0.9459,0.81959,0,0,0,0,0.54586,0,0.00519,0.60123,0.77485,0.000953429,0.000953429,0.000953429
39,718.455,0.60106,0,0.00067,0.41401,0.80203,0.95056,0.90909,0.95382,0.8133,0,0,0,0,0.60568,0,0.00453,0.72113,0.78029,0.000925143,0.000925143,0.000925143
40,736.832,0.5768,0,0.00043,0.41506,0.80601,0.9669,0.90909,0.96612,0.85577,0,0,0,0,0.53863,0,0.00364,0.5355,0.77294,0.000896857,0.000896857,0.000896857
41,755.228,0.58935,0,0.00108,0.42874,0.80553,0.9669,0.90909,0.96612,0.85577,0,0,0,0,0.53863,0,0.00364,0.5355,0.77294,0.000868571,0.000868571,0.000868571
42,773.685,0.55901,0,0.00055,0.40488,0.81178,0.95078,0.93939,0.96953,0.85807,0,0,0,0,0.50628,0,0.00453,0.47002,0.77219,0.000840286,0.000840286,0.000840286
43,792.144,0.52015,0,0.00083,0.41795,0.81412,0.96867,0.93705,0.97137,0.83519,0,0,0,0,0.5491,0,0.00291,0.46066,0.77827,0.000812,0.000812,0.000812
44,810.822,0.57924,0,0.00094,0.42489,0.82483,0.98406,0.93526,0.97673,0.87195,0,0,0,0,0.46365,0,0.00195,0.42444,0.76951,0.000783714,0.000783714,0.000783714
45,829.287,0.50557,0,0.00058,0.36976,0.79834,0.98406,0.93526,0.97673,0.87195,0,0,0,0,0.46365,0,0.00195,0.42444,0.76951,0.000755429,0.000755429,0.000755429
46,847.686,0.48377,0,0.00041,0.36929,0.80314,0.95497,0.96395,0.97861,0.88655,0,0,0,0,0.46953,0,0.0013,0.41053,0.76954,0.000727143,0.000727143,0.000727143
47,866.047,0.50548,0,0.00076,0.37949,0.80892,0.98344,0.95455,0.98307,0.86948,0,0,0,0,0.5097,0,0.00075,0.41523,0.77115,0.000698857,0.000698857,0.000698857
48,884.62,0.50638,0,0.00057,0.36335,0.80484,0.98446,0.95975,0.9846,0.86381,0,0,0,0,0.54068,0,0.00063,0.43354,0.77806,0.000670571,0.000670571,0.000670571
49,903.013,0.50089,0,0.00051,0.35093,0.8029,0.98446,0.95975,0.9846,0.86381,0,0,0,0,0.54068,0,0.00063,0.43354,0.77806,0.000642286,0.000642286,0.000642286
50,921.382,0.49317,0,0.0003,0.36331,0.795,0.98435,0.95298,0.98337,0.87193,0,0,0,0,0.48396,0,0.00065,0.40517,0.77182,0.000614,0.000614,0.000614
51,939.453,0.49797,0,0.00038,0.34523,0.79924,0.97898,0.95455,0.98312,0.86383,0,0,0,0,0.47026,0,0.00068,0.38688,0.77095,0.000585714,0.000585714,0.000585714
52,957.963,0.47923,0,0.00044,0.33855,0.81252,0.98434,0.9526,0.98389,0.86815,0,0,0,0,0.4931,0,0.00066,0.39872,0.77209,0.000557429,0.000557429,0.000557429
53,976.337,0.47319,0,0.00061,0.33773,0.79405,0.98434,0.9526,0.98389,0.86815,0,0,0,0,0.4931,0,0.00066,0.39872,0.77209,0.000529143,0.000529143,0.000529143
54,994.851,0.46699,0,0.0006,0.33851,0.80475,0.9692,0.95342,0.98322,0.87252,0,0,0,0,0.51005,0,0.00063,0.40329,0.77474,0.000500857,0.000500857,0.000500857
55,1013.27,0.47748,0,0.00042,0.34613,0.78839,0.96893,0.945,0.98337,0.89027,0,0,0,0,0.45845,0,0.00059,0.38195,0.77136,0.000472571,0.000472571,0.000472571
56,1032.19,0.45065,0,0.00027,0.32803,0.78596,0.9848,0.98199,0.98559,0.8963,0,0,0,0,0.41017,0,0.00059,0.3418,0.76662,0.000444286,0.000444286,0.000444286
57,1050.56,0.46824,0,0.00054,0.33633,0.79842,0.9848,0.98199,0.98559,0.8963,0,0,0,0,0.41017,0,0.00059,0.3418,0.76662,0.000416,0.000416,0.000416
58,1069.26,0.43749,0,0.00057,0.31644,0.78991,0.98483,0.98348,0.98595,0.89838,0,0,0,0,0.42998,0,0.00061,0.33032,0.77217,0.000387714,0.000387714,0.000387714
59,1087.51,0.42289,0,0.00026,0.32131,0.81498,0.98035,0.9697,0.98542,0.89696,0,0,0,0,0.45801,0,0.00065,0.33582,0.77436,0.000359429,0.000359429,0.000359429
60,1106.27,0.44033,0,0.00032,0.31617,0.79473,0.98426,0.94756,0.98428,0.89427,0,0,0,0,0.44939,0,0.00077,0.33193,0.77346,0.000331143,0.000331143,0.000331143
61,1125.2,0.41156,0,0.00011,0.31654,0.78556,0.98426,0.94756,0.98428,0.89427,0,0,0,0,0.44939,0,0.00077,0.33193,0.77346,0.000302857,0.000302857,0.000302857
62,1143.46,0.4205,0,0.0001,0.31258,0.79668,0.98115,0.9697,0.984,0.91516,0,0,0,0,0.40958,0,0.00071,0.3166,0.76905,0.000274571,0.000274571,0.000274571
63,1161.72,0.40281,0,0.00015,0.31232,0.81266,0.98432,0.9513,0.98303,0.92063,0,0,0,0,0.39469,0,0.00104,0.31714,0.76745,0.000246286,0.000246286,0.000246286
64,1180.42,0.41418,0,0.00012,0.29736,0.78338,0.98272,0.95455,0.9818,0.91665,0,0,0,0,0.39659,0,0.00116,0.32331,0.76803,0.000218,0.000218,0.000218
65,1198.51,0.43176,0,0.00013,0.31165,0.77855,0.98272,0.95455,0.9818,0.91665,0,0,0,0,0.39659,0,0.00116,0.32331,0.76803,0.000189714,0.000189714,0.000189714
66,1216.95,0.40901,0,8e-05,0.30919,0.79708,0.98359,0.95455,0.98086,0.91734,0,0,0,0,0.399,0,0.00131,0.32639,0.76916,0.000161429,0.000161429,0.000161429
67,1234.99,0.41384,0,9e-05,0.29596,0.78693,0.98386,0.92384,0.97877,0.90886,0,0,0,0,0.40697,0,0.00125,0.32618,0.77144,0.000133143,0.000133143,0.000133143
68,1253.59,0.41294,0,0.00011,0.29956,0.7963,0.98379,0.91953,0.97788,0.90642,0,0,0,0,0.41156,0,0.00135,0.32313,0.77347,0.000104857,0.000104857,0.000104857
69,1271.64,0.37973,0,0.00011,0.28448,0.78313,0.98379,0.91953,0.97788,0.90642,0,0,0,0,0.41156,0,0.00135,0.32313,0.77347,7.65714e-05,7.65714e-05,7.65714e-05
70,1289.88,0.38714,0,9e-05,0.28794,0.80038,0.98377,0.91822,0.97786,0.90322,0,0,0,0,0.40895,0,0.00117,0.32172,0.77441,4.82857e-05,4.82857e-05,4.82857e-05
